chave_local;latitude;longitude;bairro;distrito;status_geocodificacao;consulta_geocoding
MACEIO|ESCOLA SESI/SENAI|AV. ANTONIO LISBOA DE AMORIM, 1751;-9.5513964;-35.7347123;Benedito Bentes;;ENCONTRADO;AV. ANTÔNIO LISBOA DE AMORIM, 1751, Maceio, Alagoas, Brasil
MACEIO|E.M. GASTONE LUCIA DE CARVALHO BELTRAO|CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N;;;;;NAO_ENCONTRADO;CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE ENS. FUND. LINDOLFO COLLOR|AV GOVERNADOR THEOBALDO BARBOSA, S/N;-9.6587477;-35.7609201;Vergel do Lago;;ENCONTRADO;AV GOVERNADOR THEOBALDO BARBOSA, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO DINAMICO|AVENIDA MACEIO, N 83;-9.5817886;-35.7694507;Tabuleiros dos Martins;;ENCONTRADO;AVENIDA MACEIÓ, N 83, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL JOAO PAULO II|RUA MANOEL INACIO, S/N;-9.6123295;-35.7473881;Chã da Jaqueira;;ENCONTRADO;RUA MANOEL INACIO, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SANTA AMELIA|RUA D, 11 LOTEAMENTO SANTA AMELIA;;;;;NAO_ENCONTRADO;RUA D, 11 LOTEAMENTO SANTA AMÉLIA, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. PROF. MARIO BROAD|AV. JULIO MARQUES LUZ, 231;-9.6521099;-35.7185163;Mangabeiras;;ENCONTRADO;AV. JULIO MARQUES LUZ, 231, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. PROF. VIRGINIO DE CAMPOS|RUA FIRMINO DE VASCONCELOS, 22;-9.664727;-35.7134461;Ponta da Terra;;ENCONTRADO;RUA FIRMINO DE VASCONCELOS, 22, Maceio, Alagoas, Brasil
MACEIO|SEST/SENAT|AV. DEP. CESAR ESUSTAQUIO MALTA, 500;;;;;NAO_ENCONTRADO;AV. DEP. CÉSAR ESUSTÁQUIO MALTA, 500, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. JORNALISTA RAUL LIMA|RUA DA IGREJA, S/N;-9.5782165;-35.8110395;Rio Novo;;ENCONTRADO;RUA DA IGREJA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL DR. JULIO AUTO|CONJUNTO JOAQUIM LEAO, S/N;;;;;NAO_ENCONTRADO;CONJUNTO JOAQUIM LEAO, S/N, Maceio, Alagoas, Brasil
MACEIO|CEAGB - ESCOLA ESTADUAL PROFa MARIA JOSE LOUREIRO|AV. FERNANDES LIMA, S/N;-9.6219993;-35.7387664;Gruta de Lourdes;;ENCONTRADO;AV. FERNANDES LIMA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL THOMAZ ESPINDOLA|RUA VEREADOR JOSE DE CALDAS, S/N;-9.6585647;-35.7508753;Ponta Grossa;;ENCONTRADO;RUA VEREADOR JOSÉ DE CALDAS, S/N, Maceio, Alagoas, Brasil
MACEIO|CMEI GRACILIANO RAMOS|AV. JOSE HAILTON DOS SANTOS, 471;-9.5528028;-35.7632553;Graciliano Ramos;;ENCONTRADO;AV. JOSE HAILTON DOS SANTOS, 471, Maceio, Alagoas, Brasil
MACEIO|E.M. SILVIA CELINA NUNES LIMA|RUA BENEDITO CALACA LOUREIRO, 2001;-9.5452792;-35.7576376;Cidade Universitária;;ENCONTRADO;RUA BENEDITO CALAÇA LOUREIRO, 2001, Maceio, Alagoas, Brasil
MACEIO|COLEGIO ATHENEU|ESTRADA DA CODEAL, 33;;;;;NAO_ENCONTRADO;ESTRADA DA CODEAL, 33, Maceio, Alagoas, Brasil
MACEIO|E.M. LUIZ PEDRO DA SILVA|RUA DEPUTADO JOSE BERNARDES, 10;-9.6113055;-35.7580209;Petrópolis;;ENCONTRADO;RUA DEPUTADO JOSÉ BERNARDES, 10, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DE FATIMA MELO|AV MACEIO, 342;-9.6669361;-35.7284605;Jaraguá;;ENCONTRADO;AV MACEIO, 342, Maceio, Alagoas, Brasil
MACEIO|GRUPO ESCOLAR ANTONIO VASCO|PRACA JOSE EMIDIO DE CARVALHO, S/N;;;;;NAO_ENCONTRADO;PRACA JOSE EMIDIO DE CARVALHO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. PROF. CARLOS POVINA CAVALCANTE|RUA SANTA LUZIA, S/N;-9.5529152;-35.7898724;Santos Dumont;;ENCONTRADO;RUA SANTA LUZIA, S/N, Maceio, Alagoas, Brasil
MACEIO|CAIC-ESCOLA ESTADUAL MARIA RITA LYRA DE ALMEIDA|AV. SENADOR RUI PALMEIRA, S/N;-9.6660089;-35.7642836;Trapiche da Barra;;ENCONTRADO;AV. SENADOR RUI PALMEIRA, S/N, Maceio, Alagoas, Brasil
MACEIO|CESMAC- CAMPOS IV - EDF. PROFo ELIAS PASSOS TENORIO (ANTIGO GUIDO)|RUA PROF ANGELO NETO, N 51;-9.6627145;-35.7347176;Centro;;ENCONTRADO;RUA PROF ÂNGELO NETO, N 51, Maceio, Alagoas, Brasil
MACEIO|COLEGIO ELITE LOTEAMENTO MONTE BELLO|RUA PADRE CICERO, 342;-9.5616951;-35.739975;Antares;;ENCONTRADO;RUA PADRE CÍCERO, 342, Maceio, Alagoas, Brasil
MACEIO|ESCOLA SANTA ROSA|TRAV FIRMINO DE VASCONCELOS, 100;;;;;NAO_ENCONTRADO;TRAV FIRMINO DE VASCONCELOS, 100, Maceio, Alagoas, Brasil
MACEIO|COLEGIO BRASIL (ANTIGO ISAAC NEWTON)|RUA FERNANDO MENDES PINTO, N 11;;;;;NAO_ENCONTRADO;RUA FERNANDO MENDES PINTO, N 11, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL TAVARES BASTOS|PRACA CENTENARIO, S/N;;;;;NAO_ENCONTRADO;PRAÇA CENTENÁRIO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DOM HELDER CAMARA|RUA ACRE, S/N;-9.6439982;-35.7289406;Feitosa;;ENCONTRADO;RUA ACRE, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO CRISTO REI|RUA CLAUDIO LIVIO, 83;-9.6468277;-35.73761;Farol;;ENCONTRADO;RUA CLAUDIO LIVIO, 83, Maceio, Alagoas, Brasil
MACEIO|CRECHE AGENOR FERNANDES PONTES|VILA GOIABEIRA, 132;;;;;NAO_ENCONTRADO;VILA GOIABEIRA, 132, Maceio, Alagoas, Brasil
MACEIO|EDIFICIO DO SENAC|AV. PEDRO PAULINO, 77;;;;;NAO_ENCONTRADO;AV. PEDRO PAULINO, 77, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE EDUCACAO BASICA ATUAL|RUA ZACARIAS FONTAN DE MELO, 03;-9.5724969;-35.7540943;Santa Lúcia;;ENCONTRADO;RUA ZACARIAS FONTAN DE MELO, 03, Maceio, Alagoas, Brasil
MACEIO|ESC. DE ENSINO FUND. PROF. ANTIDIO VIEIRA|RUA DR PAULO NETO, S/N;-9.6760815;-35.7597408;Trapiche da Barra;;ENCONTRADO;RUA DR PAULO NETO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA EST. PROF. LIBERALINO BONFIM DE OLIVEIRA|RUA DO CRAVO, S/N;-9.5960352;-35.7409551;Jardim Petrópolis;;ENCONTRADO;RUA DO CRAVO, S/N, Maceio, Alagoas, Brasil
MACEIO|CMEI HERBERT DE SOUZA|ROD. AL 101 NORTE, S/N;;;;;NAO_ENCONTRADO;ROD. AL 101 NORTE, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUNICIPAL TEREZA DE JESUS|RUA SARGENTO JAIME, 75;-9.6701618;-35.7460477;Prado;;ENCONTRADO;RUA SARGENTO JAIME, 75, Maceio, Alagoas, Brasil
MACEIO|COLEGIO VILA RICA|TV. MENINO MARCELO 99 A;-9.595482;-35.7200645;Serraria;;ENCONTRADO;TV. MENINO MARCELO 99 A, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. PROFa ANA COELHO PALMEIRA|CONJ. ALFREDO GASPAR DE MENDONCA, S/N;;;;;NAO_ENCONTRADO;CONJ. ALFREDO GASPAR DE MENDONCA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE ENS. FUND. HERMINIO CARDOSO|RUA BARAO DE JARAGUA, S/N;-9.5900792;-35.786937;Fernão Velho;;ENCONTRADO;RUA BARÃO DE JARAGUA, S/N, Maceio, Alagoas, Brasil
MACEIO|CEAGB - ESCOLA ESTADUAL DOM PEDRO II|AV. FERNANDES LIMA, S/N;-9.6219993;-35.7387664;Gruta de Lourdes;;ENCONTRADO;AV. FERNANDES LIMA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESC. MUN. PIO X (PREDIO DO ANTIGO COL.SAGRADA FAMILIA)|RUA PROFESSORA ZEZE LOUREIRO, 200;;;;;NAO_ENCONTRADO;RUA PROFESSORA ZEZE LOUREIRO, 200, Maceio, Alagoas, Brasil
MACEIO|INSTITUTO FEDERAL DE ALAGOAS - IFAL (ANTIGO CEFET)|RUA MIZAEL DOMINGUES, N 530;-9.6653779;-35.7309741;Centro;;ENCONTRADO;RUA MIZAEL DOMINGUES, N 530, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PROFo PAULO FREIRE|AV JOSE AIRTON GONDIM LAMENHA SN;-9.6097231;-35.6985696;São Jorge;;ENCONTRADO;AV JOSÉ AIRTON GONDIM LAMENHA SN, Maceio, Alagoas, Brasil
MACEIO|ESC. MUN. PROFa NEIDE DE FREITAS FRANCA|CONJ. OTACILIO HOLANDA, S/N;;;;;NAO_ENCONTRADO;CONJ. OTACILIO HOLANDA, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO LEONARDO DA VINCI ( ANTIGO PRINCIPE DA PAZ)|RUA XAVIER DE BRITO, 891;-9.6676209;-35.7488513;Prado;;ENCONTRADO;RUA XAVIER DE BRITO, 891, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUN. DOM MIGUEL FENELON CAMARA|LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26;;;;;NAO_ENCONTRADO;LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SANTA AMELIA GRUTA|RUA EURICO ACYOLE WANDERLEY, N 804;-9.6196041;-35.7308553;Gruta de Lourdes;;ENCONTRADO;RUA EURICO ACYOLE WANDERLEY, N 804, Maceio, Alagoas, Brasil
MACEIO|E.E. AQUILINA BULHOES BARROS|RUA HENRIQUE FRANCISCO BULHOES, 14 QD C;;;;;NAO_ENCONTRADO;RUA HENRIQUE FRANCISCO BULHÕES, 14 QD C, Maceio, Alagoas, Brasil
MACEIO|COLEGIO ROSA MISTICA|CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2;;;;;NAO_ENCONTRADO;CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL JOSE OLIVEIRA SILVA|RUA JARDIM ESPERANCA, S/N;-9.6574902;-35.7527274;Ponta Grossa;;ENCONTRADO;RUA JARDIM ESPERANCA, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO DA IMACULADA CONCEICAO|AV. DR. ANTONIO GOUVEIA, 507;-9.6690408;-35.7150374;Pajuçara;;ENCONTRADO;AV. DR. ANTÔNIO GOUVEIA, 507, Maceio, Alagoas, Brasil
MACEIO|EDUCANDARIO EUNICE WEAVER|AV. GUSTAVO PAIVA, 2359;-9.6478561;-35.7147108;Mangabeiras;;ENCONTRADO;AV. GUSTAVO PAIVA, 2359, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE IDIOMAS YES ALDEBARAN (ANTIGO COND. ALDEBARAN)|RUA DEP. ARMANDO MOREIRA SOARES, N 210;-9.5922898;-35.739578;Antares;;ENCONTRADO;RUA DEP. ARMANDO MOREIRA SOARES, N 210, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUN. CLAUDINETE BATISTA|RUA ARY PITOMBO, N 290;-9.673615;-35.7569601;Trapiche da Barra;;ENCONTRADO;RUA ARY PITOMBO, N 290, Maceio, Alagoas, Brasil
MACEIO|COLEGIO OURO PRETO|RUA PADRE CICERO, 3431;-9.5616951;-35.739975;Antares;;ENCONTRADO;RUA PADRE CÍCERO, 3431, Maceio, Alagoas, Brasil
MACEIO|ESCOLA PADRE PIERRE VIGNE|RUA JOEL VIEIRA DOS ANJOS 358;-9.6279409;-35.7205749;Feitosa;;ENCONTRADO;RUA JOEL VIEIRA DOS ANJOS 358, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUNICIPAL JOAO FEITOSA|RUA SAO LUIZ, RESIDENCIAL VALE DO TOCANTINS;;;;;NAO_ENCONTRADO;RUA SÃO LUIZ, RESIDENCIAL VALE DO TOCANTINS, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUN. PROF. DERALDO CAMPOS|RUA TENENTE MOISES S. FIRMINO, S/N;;;;;NAO_ENCONTRADO;RUA TENENTE MOISÉS S. FIRMINO, S/N, Maceio, Alagoas, Brasil
MACEIO|SEDE DO SOPAO SOPROBEM|RUA DR. OSWALDO CRUZ, S/N;-9.6214949;-35.7555418;Chã de Bebedouro;;ENCONTRADO;RUA DR. OSWALDO CRUZ, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MARIO MAFRA|RUA SANTA FE, S/N;-9.6598031;-35.7497778;Ponta Grossa;;ENCONTRADO;RUA SANTA FÉ, S/N, Maceio, Alagoas, Brasil
MACEIO|INSS|AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N;;;;;NAO_ENCONTRADO;AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESC. EST. PROFa EROTILDES RODRIGUES SALDANHA (EX SEN PETRONIO PORTELA)|RUA GOV. LAMENHA FILHO, S/N;;;;;NAO_ENCONTRADO;RUA GOV. LAMENHA FILHO, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO DOM BOSCO (ANTIGO COLEGIO CARVALHO)|RUA EURICO AYRES N. 131;;;;;NAO_ENCONTRADO;RUA EURICO AYRES N. 131, Maceio, Alagoas, Brasil
MACEIO|ESCOLA EST. DOM ADELMO MACHADO|RUA DOM ADELMO MACHADO, S/N;;;;;NAO_ENCONTRADO;RUA DOM ADELMO MACHADO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA PROFo MANOEL COELHO NETO|RUA MANOEL FLORENTINO DA SILVA 190;-9.6256661;-35.7414131;Pinheiro;;ENCONTRADO;RUA MANOEL FLORENTINO DA SILVA 190, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL DEPUTADO GUILHERMINO DE OLIVEIRA|RUA ABELARDO PONTES LIMA, S/N;-9.650579;-35.760479;Vergel do Lago;;ENCONTRADO;RUA ABELARDO PONTES LIMA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESC. MUN. SAGRADO CORACAO DE JESUS|RUA DELMIRO GOUVEIA,S/N;-9.6430415;-35.7437536;Pinheiro;;ENCONTRADO;RUA DELMIRO GOUVEIA,S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DR. JOSE CARNEIRO|RUA BERNARDO LOPES S/N;-9.627896;-35.7388809;Pinheiro;;ENCONTRADO;RUA BERNARDO LOPES S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SAO JUDAS TADEU|RUA ADOLFO GUSTAVO, 435;-9.6100399;-35.7226653;Serraria;;ENCONTRADO;RUA ADOLFO GUSTAVO, 435, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SANTA MADALENA SOFIA|AV TOMAS ESPINDOLA, 402;-9.6507175;-35.7332135;Farol;;ENCONTRADO;AV TOMÁS ESPÍNDOLA, 402, Maceio, Alagoas, Brasil
MACEIO|ESCOLA EST. PROF. LUIS CARLOS|RUA CORONEL ADAUTO GOMES BARBOSA, S/N;-9.6563568;-35.7147908;Jatiúca;;ENCONTRADO;RUA CORONEL ADAUTO GOMES BARBOSA, S/N, Maceio, Alagoas, Brasil
MACEIO|CEAGB - ESCOLA ESTADUAL JOSE DA SILVA CAMERINO|AV. FERNANDES LIMA, S/N;-9.6219993;-35.7387664;Gruta de Lourdes;;ENCONTRADO;AV. FERNANDES LIMA, S/N, Maceio, Alagoas, Brasil
MACEIO|E.M. JORGE DE LIMA|AV BELMIRO AMORIM, 1750;-9.5833087;-35.763066;Santa Lúcia;;ENCONTRADO;AV BELMIRO AMORIM, 1750, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUN. PROFa MARIA NILDA|RUA SANTA CLARA, S/N;-9.6154249;-35.7497845;Chã da Jaqueira;;ENCONTRADO;RUA SANTA CLARA, S/N, Maceio, Alagoas, Brasil
MACEIO|ESC. MUN. NOSSA SRa APARECIDA (PREDIO DO ANTIGO COL.SAGRADA FAMILIA)|RUA PROFESSORA MARIA JOSE LOUREIRO, S/N;;;;;NAO_ENCONTRADO;RUA PROFESSORA MARIA JOSÉ LOUREIRO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA PATINHO FEIO|RUA PREFEITO ABDON ARROXELAS, N.760;-9.6558176;-35.7037682;Ponta Verde;;ENCONTRADO;RUA PREFEITO ABDON ARROXELAS, N.760, Maceio, Alagoas, Brasil
MACEIO|ESCOLA HIGINO BELO|AV SANTA RITA DE CASSIA;-9.6528931;-35.7321872;Farol;;ENCONTRADO;AV SANTA RITA DE CÁSSIA, Maceio, Alagoas, Brasil
MACEIO|E.E. OTACILIO HOLANDA DE ANDRADE|RUA SAO LUIZ, 09;-9.5706973;-35.7912674;Clima Bom;;ENCONTRADO;RUA SAO LUIZ, 09, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA|RUA DR LUIS DE BARROS, S/N;;;;;NAO_ENCONTRADO;RUA DR LUIS DE BARROS, S/N, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SAO JERONIMO|RUA JACI MELO, S/N, C6JX, 7R, JARDIM DA SAUDE;;;;;NAO_ENCONTRADO;RUA JACI MELO, S/N, C6JX, 7R, JARDIM DA SAÚDE, Maceio, Alagoas, Brasil
MACEIO|CEAGB - ESCOLA ESTADUAL TEOTONIO VILELA|AV. FERNANDES LIMA S/N;-9.6219993;-35.7387664;Gruta de Lourdes;;ENCONTRADO;AV. FERNANDES LIMA S/N, Maceio, Alagoas, Brasil
MACEIO|CMEI SONIA CAVALCANTI|RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. A SEMED);;;;;NAO_ENCONTRADO;RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. À SEMED), Maceio, Alagoas, Brasil
MACEIO|SEADES - SEC. DE EST. DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL|RUA COMENDADOR CALACA 1339;;;;;NAO_ENCONTRADO;RUA COMENDADOR CALACA 1339, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE CEGOS CYRO ACCIOLY|RUA DR. PEDRO MONTEIRO, S/N;-9.6678324;-35.7386069;Centro;;ENCONTRADO;RUA DR. PEDRO MONTEIRO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA PROFa MALBA LINS COSTA|TRAVESSA BOA ESPERANCA S/N;-9.6227867;-35.7237253;Barro Duro;;ENCONTRADO;TRAVESSA BOA ESPERANÇA S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL SANTA TEREZA DAVILA|RUA PAO DE ACUCAR, 120;-9.6356714;-35.6981506;Cruz das Almas;;ENCONTRADO;RUA PÃO DE AÇÚCAR, 120, Maceio, Alagoas, Brasil
MACEIO|CMEI PROFESSORA KYRA MARIA BARROS PAES|AV. MUNIZ FALCAO, S/N;-9.61561;-35.7188851;Barro Duro;;ENCONTRADO;AV. MUNIZ FALCÃO, S/N, Maceio, Alagoas, Brasil
MACEIO|ESCOLA MUNICIPAL PROFa ZILKA DE OLIVEIRA GRACA (ANTIGO ERALDO GOMES)|RUA FIRMO CORREIA DE ARAUJO, 276;-9.567628;-35.7917482;Clima Bom;;ENCONTRADO;RUA FIRMO CORREIA DE ARAUJO, 276, Maceio, Alagoas, Brasil
MACEIO|COLEGIO SAO JORGE|RUA ALEXANDRE PASSOS, 359;-9.6704776;-35.720836;Jaraguá;;ENCONTRADO;RUA ALEXANDRE PASSOS, 359, Maceio, Alagoas, Brasil
MACEIO|ESCOLA ESTADUAL PROFESSOR JOSE VITORINO DA ROCHA PINHEIRO|RUA ANTONIO PROCOPIO, 165;-9.6307555;-35.7389083;Pinheiro;;ENCONTRADO;RUA ANTÔNIO PROCÓPIO, 165, Maceio, Alagoas, Brasil
MACEIO|ESCOLA DE EDUCACAO BASICA JOSE GONZAGA|RUA 7 DE SETEMBRO, N 344;-9.5795995;-35.772732;Tabuleiros dos Martins;;ENCONTRADO;RUA 7 DE SETEMBRO, N 344, Maceio, Alagoas, Brasil
MACEIO|ESCOLA S E S I|RUA GENERAL HERMES, 485;-9.656623;-35.739444;Bom Parto;;ENCONTRADO;RUA GENERAL HERMES, 485, Maceio, Alagoas, Brasil
MACEIO|CMEI MARECHAL JOAO MASCARENHAS DE MORAES|RUA CONEGO VALENTE, S/N;-9.6417029;-35.7306236;Pitanguinha;;ENCONTRADO;RUA CÔNEGO VALENTE, S/N, Maceio, Alagoas, Brasil
MACEIO|SUMESE|AV DURVAL DE GOES MONTEIRO, S/N;-9.570224;-35.775279;Tabuleiros dos Martins;;ENCONTRADO;AV DURVAL DE GOES MONTEIRO, S/N, Maceio, Alagoas, Brasil
MACEIO|COMPLEXO PENITENCIARIO DE MACEIO|BR 104 - KM 01;-9.6476843;-35.7339264;;Maceió;ENCONTRADO;BR 104 - KM 01, Maceio, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA ESTADUAL ROSA MARIA PAULINA DA FONSECA|AV SAO JOSE SN;-9.7102397;-35.8959836;Centro;;ENCONTRADO;AV SÃO JOSÉ SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL GOVERNADOR LUIZ CAVALCANTE|RODOVIA EDVAL LEMOS;-9.7585568;-35.8685101;Vila Cabreiras;;ENCONTRADO;RODOVIA EDVAL LEMOS, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|INSTITUTO FEDERAL DE ALAGOAS IF/AL|RUA LOURIVAL ALFREDO N 176;-9.7129729;-35.8940606;Centro;;ENCONTRADO;RUA LOURIVAL ALFREDO N 176, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO|VILA ALTINA SN;;;;;NAO_ENCONTRADO;VILA ALTINA SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA|LOT BOSQUE DA MASSAGUEIRA N 3A;;;;;NAO_ENCONTRADO;LOT BOSQUE DA MASSAGUEIRA N 3A, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS|RUA SALVADOR S/N LOT. LUAR DO FRANCES;;;;;NAO_ENCONTRADO;RUA SALVADOR S/N LOT. LUAR DO FRANCÊS, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA|RES MARIA GISLENE MATHEUS, S/N;;;;;NAO_ENCONTRADO;RES MARIA GISLENE MATHEUS, S/N, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA|RUA MARINITA DE GOUVEIA SN;;;;;NAO_ENCONTRADO;RUA MARINITA DE GOUVEIA SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|NEI TANIA CAVALCANTE|AV CATUCABA SN;-9.7256884;-35.8193626;Marechal Deodoro;;ENCONTRADO;AV CATUÇABA SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL JOSE BISPO DA SILVA|AV. CATUCABA, S/N;-9.7180783;-35.8235422;Marechal Deodoro;;ENCONTRADO;AV. CATUÇABA, S/N, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL DR. CLAUDIO ROBERTO COSTA DOS SANTOS|AV BENEDITO AGNELO DE LIMA SN;-9.7408231;-35.882999;Barro Vermelho;;ENCONTRADO;AV BENEDITO AGNELO DE LIMA SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|NEI ADELIA CAVALCANTE COSTA|RUA DOS CAJUEIROS;;;;;NAO_ENCONTRADO;RUA DOS CAJUEIROS, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA ESTADUAL DEODORO DA FONSECA|PRACA PEDRO PAULINO SN;;;;;NAO_ENCONTRADO;PRACA PEDRO PAULINO SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|NEI MARIA IRENE DA SILVA|AV VIOLETA SN RD DENISSON AMORIM;;;;;NAO_ENCONTRADO;AV VIOLETA SN RD DENISSON AMORIM, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL DR. JOVINIANO DE ALMEIDA RODAS|RUA SAO PEDRO SN;-9.7219612;-35.893125;Barro Vermelho;;ENCONTRADO;RUA SAO PEDRO SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL D. MARIA DE ARAUJO LOBO|BECO DA BARRA;-9.7353584;-35.8906491;Barro Vermelho;;ENCONTRADO;BECO DA BARRA, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA SESI - PROF. WILTON GAMA|RUA TENENTE JOSE TOME SN;-9.7191988;-35.8942787;Centro;;ENCONTRADO;RUA TENENTE JOSÉ TOMÉ SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO|RUA ADELINA DE CARVALHO MELO SN;;;;;NAO_ENCONTRADO;RUA ADELINA DE CARVALHO MELO SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA PROFESSORA ELEUZA GALVAO RODAS|RUA ARTHUR PAIVA REGO SN;;;;;NAO_ENCONTRADO;RUA ARTHUR PAIVA REGO SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS|AV. SAO JOSE POEIRA SN;;;;;NAO_ENCONTRADO;AV. SAO JOSE POEIRA SN, Marechal Deodoro, Alagoas, Brasil
MARECHAL DEODORO|UBS - MARIA DO CARMO ARAUJO SOARES|RUA ADELINA DE CARVALHO MELO, S/N;;;;;NAO_ENCONTRADO;RUA ADELINA DE CARVALHO MELO, S/N, Marechal Deodoro, Alagoas, Brasil
PALMEIRA DOS INDIOS|COLEGIO ESTADUAL HUMBERTO MENDES|AV GOV MUNIZ FALCAO 701;;;;;NAO_ENCONTRADO;AV GOV MUNIZ FALCÃO 701, Palmeira Dos Indios, Alagoas, Brasil
