chave_local,municipio,local,endereco,latitude,longitude,bairro,status,consulta_usada,display_name
"MACEIO|ESC. MUN. PIO X (PREDIO DO ANTIGO COL.SAGRADA FAMILIA)|RUA PROFESSORA ZEZE LOUREIRO, 200",MACEIO,ESC. MUN. PIO X (PREDIO DO ANTIGO COL.SAGRADA FAMILIA),"RUA PROFESSORA ZEZE LOUREIRO, 200",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. PROFa NEIDE DE FREITAS FRANCA|CONJ. OTACILIO HOLANDA, S/N",MACEIO,ESC. MUN. PROFa NEIDE DE FREITAS FRANCA,"CONJ. OTACILIO HOLANDA, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA MUN. DOM MIGUEL FENELON CAMARA|LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26",MACEIO,ESCOLA MUN. DOM MIGUEL FENELON CAMARA,"LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. AQUILINA BULHOES BARROS|RUA HENRIQUE FRANCISCO BULHOES, 14 QD C",MACEIO,E.E. AQUILINA BULHOES BARROS,"RUA HENRIQUE FRANCISCO BULHOES, 14 QD C",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO ROSA MISTICA|CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2",MACEIO,COLEGIO ROSA MISTICA,"CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2",-9.7534485,-36.6586217,Centro,ENCONTRADO_OSM,"COLEGIO ROSA MISTICA, Alagoas, Brasil","Colégio Rosa Mística, Rua Estudante José de Oliveira Leite, Centro, Arapiraca, Alagoas, Região Nordeste, 57300-010, Brasil"
"MACEIO|ESCOLA MUNICIPAL JOAO FEITOSA|RUA SAO LUIZ, RESIDENCIAL VALE DO TOCANTINS",MACEIO,ESCOLA MUNICIPAL JOAO FEITOSA,"RUA SAO LUIZ, RESIDENCIAL VALE DO TOCANTINS",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA MUN. PROF. DERALDO CAMPOS|RUA TENENTE MOISES S. FIRMINO, S/N",MACEIO,ESCOLA MUN. PROF. DERALDO CAMPOS,"RUA TENENTE MOISES S. FIRMINO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|INSS|AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N",MACEIO,INSS,"AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N",-9.6566290,-35.7208118,Jatiúca,ENCONTRADO_OSM,"INSS, MACEIO, Alagoas, Brasil","Instituto Nacional do Seguro Social - INSS, Travessa Dona Constança, Jatiúca, Maceió, Alagoas, Região Nordeste, 57025-357, Brasil"
"MACEIO|ESC. EST. PROFa EROTILDES RODRIGUES SALDANHA (EX SEN PETRONIO PORTELA)|RUA GOV. LAMENHA FILHO, S/N",MACEIO,ESC. EST. PROFa EROTILDES RODRIGUES SALDANHA (EX SEN PETRONIO PORTELA),"RUA GOV. LAMENHA FILHO, S/N",,,,NAO_ENCONTRADO_OSM,,
MACEIO|COLEGIO DOM BOSCO (ANTIGO COLEGIO CARVALHO)|RUA EURICO AYRES N. 131,MACEIO,COLEGIO DOM BOSCO (ANTIGO COLEGIO CARVALHO),RUA EURICO AYRES N. 131,,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA EST. DOM ADELMO MACHADO|RUA DOM ADELMO MACHADO, S/N",MACEIO,ESCOLA EST. DOM ADELMO MACHADO,"RUA DOM ADELMO MACHADO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. NOSSA SRa APARECIDA (PREDIO DO ANTIGO COL.SAGRADA FAMILIA)|RUA PROFESSORA MARIA JOSE LOUREIRO, S/N",MACEIO,ESC. MUN. NOSSA SRa APARECIDA (PREDIO DO ANTIGO COL.SAGRADA FAMILIA),"RUA PROFESSORA MARIA JOSE LOUREIRO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA|RUA DR LUIS DE BARROS, S/N",MACEIO,ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA,"RUA DR LUIS DE BARROS, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO SAO JERONIMO|RUA JACI MELO, S/N, C6JX, 7R, JARDIM DA SAUDE",MACEIO,COLEGIO SAO JERONIMO,"RUA JACI MELO, S/N, C6JX, 7R, JARDIM DA SAUDE",-9.5696654,-35.7503333,Salvador Lyra,ENCONTRADO_OSM,"COLEGIO SAO JERONIMO, MACEIO, Alagoas, Brasil","Colégio São Jerônimo, Rua Jacy Melo, Salvador Lyra, Tabuleiros dos Martins, Maceió, Alagoas, Região Nordeste, 57082-310, Brasil"
"MACEIO|CMEI SONIA CAVALCANTI|RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. A SEMED)",MACEIO,CMEI SONIA CAVALCANTI,"RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. A SEMED)",,,,NAO_ENCONTRADO_OSM,,
MACEIO|SEADES - SEC. DE EST. DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL|RUA COMENDADOR CALACA 1339,MACEIO,SEADES - SEC. DE EST. DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL,RUA COMENDADOR CALACA 1339,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO|VILA ALTINA SN,MARECHAL DEODORO,ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO,VILA ALTINA SN,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA|LOT BOSQUE DA MASSAGUEIRA N 3A,MARECHAL DEODORO,ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA,LOT BOSQUE DA MASSAGUEIRA N 3A,-9.7434219,-35.8441367,Marechal Deodoro,ENCONTRADO_OSM,"ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA, MARECHAL DEODORO, Alagoas, Brasil","Escola Estadual José Correia da Silva Titara, Acesso Massagueira, Massagueira, Marechal Deodoro, Alagoas, Região Nordeste, 57160-000, Brasil"
MARECHAL DEODORO|ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS|RUA SALVADOR S/N LOT. LUAR DO FRANCES,MARECHAL DEODORO,ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS,RUA SALVADOR S/N LOT. LUAR DO FRANCES,,,,NAO_ENCONTRADO_OSM,,
"MARECHAL DEODORO|ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA|RES MARIA GISLENE MATHEUS, S/N",MARECHAL DEODORO,ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA,"RES MARIA GISLENE MATHEUS, S/N",,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA|RUA MARINITA DE GOUVEIA SN,MARECHAL DEODORO,ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA,RUA MARINITA DE GOUVEIA SN,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|NEI ADELIA CAVALCANTE COSTA|RUA DOS CAJUEIROS,MARECHAL DEODORO,NEI ADELIA CAVALCANTE COSTA,RUA DOS CAJUEIROS,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA ESTADUAL DEODORO DA FONSECA|PRACA PEDRO PAULINO SN,MARECHAL DEODORO,ESCOLA ESTADUAL DEODORO DA FONSECA,PRACA PEDRO PAULINO SN,-9.7165403,-35.8940881,Centro,ENCONTRADO_OSM,"ESCOLA ESTADUAL DEODORO DA FONSECA, MARECHAL DEODORO, Alagoas, Brasil","Escola Estadual Deodoro da Fonseca, Rua Professor Olímpio Falcão, Centro, Marechal Deodoro, Alagoas, Região Nordeste, 57160-000, Brasil"
MARECHAL DEODORO|NEI MARIA IRENE DA SILVA|AV VIOLETA SN RD DENISSON AMORIM,MARECHAL DEODORO,NEI MARIA IRENE DA SILVA,AV VIOLETA SN RD DENISSON AMORIM,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO|RUA ADELINA DE CARVALHO MELO SN,MARECHAL DEODORO,ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO,RUA ADELINA DE CARVALHO MELO SN,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA PROFESSORA ELEUZA GALVAO RODAS|RUA ARTHUR PAIVA REGO SN,MARECHAL DEODORO,ESCOLA PROFESSORA ELEUZA GALVAO RODAS,RUA ARTHUR PAIVA REGO SN,,,,NAO_ENCONTRADO_OSM,,
MARECHAL DEODORO|ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS|AV. SAO JOSE POEIRA SN,MARECHAL DEODORO,ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS,AV. SAO JOSE POEIRA SN,,,,NAO_ENCONTRADO_OSM,,
"MARECHAL DEODORO|UBS - MARIA DO CARMO ARAUJO SOARES|RUA ADELINA DE CARVALHO MELO, S/N",MARECHAL DEODORO,UBS - MARIA DO CARMO ARAUJO SOARES,"RUA ADELINA DE CARVALHO MELO, S/N",,,,NAO_ENCONTRADO_OSM,,
PALMEIRA DOS INDIOS|COLEGIO ESTADUAL HUMBERTO MENDES|AV GOV MUNIZ FALCAO 701,PALMEIRA DOS INDIOS,COLEGIO ESTADUAL HUMBERTO MENDES,AV GOV MUNIZ FALCAO 701,-9.4142332,-36.6271187,São Luiz,ENCONTRADO_OSM,"COLEGIO ESTADUAL HUMBERTO MENDES, PALMEIRA DOS INDIOS, Alagoas, Brasil","Colegio Estadual Humberto Mendes, 701, Avenida Governador Muniz Falcão, São Luiz, Palmeira dos Índios, Alagoas, Região Nordeste, 57602-490, Brasil"
"PALMEIRA DOS INDIOS|FACULDADE CESMAC DO SERTAO|RUA BRAULIO MONTENEGRO, S/N, VILA MARIA",PALMEIRA DOS INDIOS,FACULDADE CESMAC DO SERTAO,"RUA BRAULIO MONTENEGRO, S/N, VILA MARIA",-9.4213348,-36.6418535,São Cristovão,ENCONTRADO_OSM,"FACULDADE CESMAC DO SERTAO, PALMEIRA DOS INDIOS, Alagoas, Brasil","Faculdade CESMAC do Sertão, 285;286, Rua Bráulio Montenegro, São Cristovão, Palmeira dos Índios, Alagoas, Região Nordeste, 57607-520, Brasil"
PALMEIRA DOS INDIOS|GRUPO ESCOLAR ANTONIA MACEDO|RUA CEL ANTONIO PANTALEAO SN,PALMEIRA DOS INDIOS,GRUPO ESCOLAR ANTONIA MACEDO,RUA CEL ANTONIO PANTALEAO SN,,,,NAO_ENCONTRADO_OSM,,
"PALMEIRA DOS INDIOS|ESCOLA ESTADUAL MANOEL PASSOS LIMA|RUA GERVASIO MOREIRA, S/N",PALMEIRA DOS INDIOS,ESCOLA ESTADUAL MANOEL PASSOS LIMA,"RUA GERVASIO MOREIRA, S/N",,,,NAO_ENCONTRADO_OSM,,
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA|POVOADO CORURIPE DA CAL,PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA,POVOADO CORURIPE DA CAL,,,,NAO_ENCONTRADO_OSM,,
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL DIJANIRA SANTOS SILVA|POVOADO SANTO ANTONIO,PALMEIRA DOS INDIOS,ESCOLA ESTADUAL DIJANIRA SANTOS SILVA,POVOADO SANTO ANTONIO,,,,NAO_ENCONTRADO_OSM,,
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL NOE SIMPLICIO|POVOADO BONIFACIO,PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL NOE SIMPLICIO,POVOADO BONIFACIO,,,,NAO_ENCONTRADO_OSM,,
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL EGIDIO BARBOSA|POVOADO LAGOA DO CALDEIRAO,PALMEIRA DOS INDIOS,ESCOLA ESTADUAL EGIDIO BARBOSA,POVOADO LAGOA DO CALDEIRAO,,,,NAO_ENCONTRADO_OSM,,
"PALMEIRA DOS INDIOS|UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS INDIOS|RODOVIA EDUARDO ALVES DA SILVA, KM 03",PALMEIRA DOS INDIOS,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS INDIOS,"RODOVIA EDUARDO ALVES DA SILVA, KM 03",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|COLEGIO ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO|RUA CASTRO ALVES, S/N, EM FRENTE A CODEVASF",PENEDO,COLEGIO ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO,"RUA CASTRO ALVES, S/N, EM FRENTE A CODEVASF",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|COLEGIO DIOCESANO DE PENEDO|PCA. LARGO DE FATIMA, PX. A 9A. COORDENADORIA DE ENSINO DE ALAGOAS",PENEDO,COLEGIO DIOCESANO DE PENEDO,"PCA. LARGO DE FATIMA, PX. A 9A. COORDENADORIA DE ENSINO DE ALAGOAS",-10.2838865,-36.5708105,Dom Constatino,ENCONTRADO_OSM,"COLEGIO DIOCESANO DE PENEDO, PENEDO, Alagoas, Brasil","Colégio Diocesano de Penedo., Praça Largo de Fátima, Dom Constatino, Penedo, Alagoas, Região Nordeste, 49980-000, Brasil"
"PENEDO|ESCOLA MUNICIPAL VEREADOR MANOEL SOARES DE MELO|RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAUDE, CONJUNTO VILA MATIAS",PENEDO,ESCOLA MUNICIPAL VEREADOR MANOEL SOARES DE MELO,"RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAUDE, CONJUNTO VILA MATIAS",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|ESCOLA ESTADUAL PROFESSOR ERNANI MERO (GRUPO ESCOLAR EXPERIMENTAL)|PRACA LARGO DE FATIMA, S/N, EM FRENTE AO NUDEPE",PENEDO,ESCOLA ESTADUAL PROFESSOR ERNANI MERO (GRUPO ESCOLAR EXPERIMENTAL),"PRACA LARGO DE FATIMA, S/N, EM FRENTE AO NUDEPE",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA|PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRACA SANTA LUZIA)",PENEDO,COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA,"PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRACA SANTA LUZIA)",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|EMEB VEREADOR JOSE DA COSTA MANGABEIRA|RUA F, LOTEAMENTO SAO GONCALO, SN",PENEDO,EMEB VEREADOR JOSE DA COSTA MANGABEIRA,"RUA F, LOTEAMENTO SAO GONCALO, SN",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|ESCOLA ESTADUAL DR. ALCIDES ANDRADE|ROD. ENGENHEIRO JOAQUIM GONCALVES, S/N, PX. A GRANDE RIO VEICULOS",PENEDO,ESCOLA ESTADUAL DR. ALCIDES ANDRADE,"ROD. ENGENHEIRO JOAQUIM GONCALVES, S/N, PX. A GRANDE RIO VEICULOS",,,,NAO_ENCONTRADO_OSM,,
"PENEDO|IFAL - CAMPUS PENEDO|ROD ENGENHEIRO JOAQUIM GONCALVES, S/N LOT SAO JOSE",PENEDO,IFAL - CAMPUS PENEDO,"ROD ENGENHEIRO JOAQUIM GONCALVES, S/N LOT SAO JOSE",,,,NAO_ENCONTRADO_OSM,,
