municipio,codigo_tse_municipio,numero,vereador,nome_urna,partido,nome_partido,situacao,votos,rank_vereador_municipio,eleitorado_2024,populacao_estimada_2024,indice_estrategico_pct,prioridade_final,prefeito,partido_municipio,grupo_politico,relacao_davi,score_articulacao,percentual_votos_municipio,potencial_transferencia_conservador_20pct,potencial_transferencia_moderado_35pct,potencial_transferencia_alto_50pct,potencial_politico_vereador,indice_influencia_vereador,grupo_politico_original,total_votos_vereadores_municipio,percentual_votos_municipio_corrigido,grupo_politico_padronizado,meta_votos_davi_2026,taxa_conversao_conservadora,taxa_conversao_intermediaria,taxa_conversao_maxima,contribuicao_davi_10pct,contribuicao_davi_15pct,contribuicao_davi_20pct,percentual_meta_davi_10pct,percentual_meta_davi_15pct,percentual_meta_davi_20pct,potencial_eleitoral_vereador,score_politico_calculado,metodologia_contribuicao,metodologia_score_politico,tooltip_contribuicao_corrigida,potencial_transferencia_conservador_10pct,potencial_transferencia_moderado_15pct,potencial_transferencia_maximo_20pct,ranking_contribuicao_davi,acumulado_davi_10pct,acumulado_davi_15pct,acumulado_davi_20pct,percentual_meta_acumulado_10pct,percentual_meta_acumulado_15pct,percentual_meta_acumulado_20pct
MACEIÓ,27855,23444,ALMERINDA MAXIMO DA SILVA,ALMERINDA MÁXIMO,CIDADANIA,Cidadania,NÃO ELEITO,5,283,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.0,1,1,1,Baixo,20.58,não_classificado,241387,0.0021,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ALMERINDA MAXIMO DA SILVA. em MACEIÓ. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2273,111359,167049,222738,185.6,278.41,371.23
MACEIÓ,27855,10130,MARIA CICERA DA SILVA FARIAS,CICERA FARIAS,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,5,284,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.0,1,1,1,Baixo,20.58,não_classificado,241387,0.0021,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MARIA CICERA DA SILVA FARIAS. em MACEIÓ. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2274,111359,167050,222739,185.6,278.42,371.23
MACEIÓ,27855,10105,LUZIENE DE OLIVEIRA SANTOS,LUZIENE OLIVEIRA,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,5,285,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.0,1,1,1,Baixo,20.58,não_classificado,241387,0.0021,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUZIENE DE OLIVEIRA SANTOS. em MACEIÓ. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2275,111359,167051,222740,185.6,278.42,371.23
MACEIÓ,27855,10105,LUZIENE DE OLIVEIRA SANTOS,LUZIENE OLIVEIRA,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,5,286,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.0,1,1,1,Baixo,20.58,não_classificado,241387,0.0021,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUZIENE DE OLIVEIRA SANTOS. em MACEIÓ. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2276,111359,167052,222741,185.6,278.42,371.23
ARAPIRACA,27057,13013,ALYSSON FABIANO BRITO DE OLIVEIRA,ALYSSON BRITO,PT,Partido dos Trabalhadores,NÃO ELEITO,5,220,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ALYSSON FABIANO BRITO DE OLIVEIRA. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2277,111359,167053,222742,185.6,278.42,371.24
ARAPIRACA,27057,10321,JOHNATAN KLEVERSON DOS SANTOS TENORIO,JONHATAN TENORIO,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,5,221,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOHNATAN KLEVERSON DOS SANTOS TENORIO. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2278,111359,167054,222743,185.6,278.42,371.24
ARAPIRACA,27057,45888,CLEANE CAVALCANTE DOS SANTOS,CLEANE SANTOS,PSDB,Partido da Social Democracia Brasileira,NÃO ELEITO,5,222,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,CLEANE CAVALCANTE DOS SANTOS. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2279,111359,167055,222744,185.6,278.42,371.24
ARAPIRACA,27057,23555,JANICLECIA BARBOSA DE HOLANDA,JANE BARBOSA,CIDADANIA,Cidadania,NÃO ELEITO,5,223,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JANICLECIA BARBOSA DE HOLANDA. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2280,111359,167056,222745,185.6,278.43,371.24
ARAPIRACA,27057,23777,DIEGO DAVID SANTOS ARAÚJO,DIEGO DAVID,CIDADANIA,Cidadania,NÃO ELEITO,5,224,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,DIEGO DAVID SANTOS ARAÚJO. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2281,111359,167057,222746,185.6,278.43,371.24
ARAPIRACA,27057,35567,ELISÂNGELA ONILDA GONZAGA MOURA,ELISÂNGELA GONZAGA,PMB,Partido da Mulher Brasileira,NÃO ELEITO,5,225,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.0,1,1,1,Baixo,14.28,não_classificado,76514,0.0065,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ELISÂNGELA ONILDA GONZAGA MOURA. em ARAPIRACA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2282,111359,167058,222747,185.6,278.43,371.24
RIO LARGO,28533,40333,JOSILENE FAUSTO DE FREITAS,JOSILENE,PSB,Partido Socialista Brasileiro,NÃO ELEITO,5,64,67172,97435,2.83253283979211,Alta Prioridade,PEDRO CARLOS DA SILVA NETO,PP,não_classificado,não_classificado,72.83,0.01,1,1,1,Baixo,11.78,não_classificado,29810,0.0168,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSILENE FAUSTO DE FREITAS. em RIO LARGO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2283,111359,167059,222748,185.6,278.43,371.25
MARECHAL DEODORO,27936,45321,ELIAS JOSÉ DOS SANTOS,ELIAS SANTOS,PSDB,Partido da Social Democracia Brasileira,NÃO ELEITO,5,38,46217,62341,1.90512481404747,Alta Prioridade,ANDRÉ LUIZ BARROS DA SILVA,MDB,não_classificado,não_classificado,71.91,0.01,1,1,1,Baixo,11.36,não_classificado,19671,0.0254,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ELIAS JOSÉ DOS SANTOS. em MARECHAL DEODORO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2284,111359,167060,222749,185.6,278.43,371.25
MARECHAL DEODORO,27936,45787,MESSIAS ALVES DA SILVA,PATO,PSDB,Partido da Social Democracia Brasileira,NÃO ELEITO,5,39,46217,62341,1.90512481404747,Alta Prioridade,ANDRÉ LUIZ BARROS DA SILVA,MDB,não_classificado,não_classificado,71.91,0.01,1,1,1,Baixo,11.36,não_classificado,19671,0.0254,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MESSIAS ALVES DA SILVA. em MARECHAL DEODORO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2285,111359,167061,222750,185.6,278.44,371.25
MARECHAL DEODORO,27936,45222,CAMILA SILVA CALAÇA,CAMILA CALAÇA,PSDB,Partido da Social Democracia Brasileira,NÃO ELEITO,5,40,46217,62341,1.90512481404747,Alta Prioridade,ANDRÉ LUIZ BARROS DA SILVA,MDB,não_classificado,não_classificado,71.91,0.01,1,1,1,Baixo,11.36,não_classificado,19671,0.0254,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,CAMILA SILVA CALAÇA. em MARECHAL DEODORO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2286,111359,167062,222751,185.6,278.44,371.25
VIÇOSA,28878,77000,LUCILEIA JANUARIO DA SILVA VIANA,LUCILEIA JANUARIO,SOLIDARIEDADE,Solidariedade,NÃO ELEITO,5,26,21118,24423,0.83266267180308,Monitoramento,JOÃO VICTOR CALHEIROS AMORIM SANTOS,MDB,não_classificado,não_classificado,35.83,0.02,1,1,1,Baixo,5.64,não_classificado,10904,0.0459,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUCILEIA JANUARIO DA SILVA VIANA. em VIÇOSA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2287,111359,167063,222752,185.6,278.44,371.25
JUNQUEIRO,27790,10369,LUCAS DUARTE DO NASCIMENTO,LUCAS DO POVO,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,5,18,20569,24381,0.8165400384959399,Monitoramento,CICERO LEANDRO PEREIRA DA SILVA,MDB,não_classificado,não_classificado,35.82,0.02,1,1,1,Baixo,5.63,não_classificado,9171,0.0545,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUCAS DUARTE DO NASCIMENTO. em JUNQUEIRO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2288,111359,167064,222753,185.6,278.44,371.26
LIMOEIRO DE ANADIA,27839,50333,MARIA JOSÉ DOS SANTOS,MARIA SANTOS,PSOL,Partido Socialismo e Liberdade,NÃO ELEITO,5,23,20574,25197,0.82428555012198,Monitoramento,JAMES MARLAN FERREIRA BARBOSA,PP,não_classificado,não_classificado,35.82,0.02,1,1,1,Baixo,5.63,não_classificado,10689,0.0468,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MARIA JOSÉ DOS SANTOS. em LIMOEIRO DE ANADIA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2289,111359,167065,222754,185.6,278.44,371.26
MATRIZ DE CAMARAGIBE,28010,13222,CICERO DA SILVA LIMA,NEGO DO FAÉ,PT,Partido dos Trabalhadores,NÃO ELEITO,5,28,19218,24330,0.77735261714553,Monitoramento,FERNANDO HENRIQUE LIMA CAVALCANTE,MDB,não_classificado,não_classificado,35.78,0.03,1,1,1,Baixo,5.62,não_classificado,9494,0.0527,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,CICERO DA SILVA LIMA. em MATRIZ DE CAMARAGIBE. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2290,111359,167066,222755,185.6,278.44,371.26
MATRIZ DE CAMARAGIBE,28010,13555,JOSÉ NILSON DA SILVA SANTOS,BADERINHO DA HORA,PT,Partido dos Trabalhadores,NÃO ELEITO,5,29,19218,24330,0.77735261714553,Monitoramento,FERNANDO HENRIQUE LIMA CAVALCANTE,MDB,não_classificado,não_classificado,35.78,0.03,1,1,1,Baixo,5.62,não_classificado,9494,0.0527,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ NILSON DA SILVA SANTOS. em MATRIZ DE CAMARAGIBE. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2291,111359,167067,222756,185.6,278.44,371.26
PÃO DE AÇÚCAR,28274,22777,ZILDA LINS DA SILVA,ZILDA DA GALINHA,PL,Partido Liberal,NÃO ELEITO,5,27,19298,24291,0.77928163791783,Monitoramento,JORGE SILVA DANTAS,MDB,não_classificado,não_classificado,35.78,0.03,1,1,1,Baixo,5.62,não_classificado,8978,0.0557,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ZILDA LINS DA SILVA. em PÃO DE AÇÚCAR. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2292,111359,167068,222757,185.6,278.45,371.26
BARRA DE SANTO ANTÔNIO,27090,27700,EDVALDO NASCIMENTO FILHO,TATA MOTOTÁXI,DC,Democracia Cristã,NÃO ELEITO,5,24,15387,16735,0.59681849623076,Monitoramento,LIVIA CARLA DA SILVA ALVES,REPUBLICANOS,não_classificado,não_classificado,25.6,0.03,1,1,1,Baixo,4.04,não_classificado,4790,0.1044,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EDVALDO NASCIMENTO FILHO. em BARRA DE SANTO ANTÔNIO. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2293,111359,167069,222758,185.6,278.45,371.26
COLÔNIA LEOPOLDINA,27413,13111,JOSÉ GIVANILDO JOAQUIM DE BARROS,ZÉ QUINCA,PT,Partido dos Trabalhadores,NÃO ELEITO,5,24,15772,15949,0.60052774867033,Monitoramento,ALEXANDRE GILBERTO SOBREIRA,MDB,não_classificado,não_classificado,25.6,0.03,1,1,1,Baixo,4.04,não_classificado,8415,0.0594,SEM GRUPO,60000,0.1,0.15,0.2,0,1,1,0.0,0.0017,0.0017,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ GIVANILDO JOAQUIM DE BARROS. em COLÔNIA LEOPOLDINA. recebeu 5 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 0 votos no cenário conservador de 10%. 1 no cenário intermediário de 15% e 1 no teto operacional de 20%. No cenário máximo. isso representa 0.00% da meta de 60.000 votos.,0,1,1,2294,111359,167070,222759,185.6,278.45,371.26
