prioridade,prioridade_recalculada,tipo_pendencia,municipio,local_sem_geo,melhor_local_cache,endereco_cache,consulta_geocoding,registros_afetados,score_similaridade,status_match,status_geocodificacao,latitude_curadoria,longitude_curadoria,bairro_curadoria,status_curadoria,fonte_validacao,observacao_curadoria
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MARECHAL DEODORO,ESCOLA PROFESSORA ELEUZA GALVÃO RODAS,ESCOLA PROFESSORA ELEUZA GALVAO RODAS,RUA ARTHUR PAIVA REGO SN,"RUA ARTHUR PAIVA REGO SN, Marechal Deodoro, Alagoas, Brasil",79,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,CORURIPE,ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO,ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO,"RUA ABELARDO HOLANDA, 105","RUA ABELARDO HOLANDA, 105, Coruripe, Alagoas, Brasil",77,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MARECHAL DEODORO,ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS,ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS,AV. SAO JOSE POEIRA SN,"AV. SAO JOSE POEIRA SN, Marechal Deodoro, Alagoas, Brasil",76,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,RIO LARGO,CRIA-CENTRO INFANTIL CORÁLIA GOMES DA SILVA,CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA,"CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO","CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO, Rio Largo, Alagoas, Brasil",76,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,CORURIPE,ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT,ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT,"POVOADO MIAI DE BAIXO, S/N","POVOADO MIAI DE BAIXO, S/N, Coruripe, Alagoas, Brasil",71,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,DELMIRO GOUVEIA,"ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)","ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)",POVOADO LAGOINHAS S/N,"POVOADO LAGOINHAS S/N, Delmiro Gouveia, Alagoas, Brasil",69,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,UNIAO DOS PALMARES,ESCOLA MUNICIPAL LAURA PEREIRA DA SILVA,ESCOLA MUNICIPAL LAURA PEREIRA DA SILVA,"RUA CUPERTINO DOS PRAZERES, S/N","RUA CUPERTINO DOS PRAZERES, S/N, Uniao Dos Palmares, Alagoas, Brasil",66,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,PENEDO,ESCOLA ESTADUAL HERMÍLIO DE FREITAS MELRO,ESCOLA ESTADUAL HERMILIO DE FREITAS MELRO,"AVENIDA WANDERLEY, 396, EM FRENTE AO SEMEP","AVENIDA WANDERLEY, 396, EM FRENTE AO SEMEP, Penedo, Alagoas, Brasil",62,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,PENEDO,UNIDADE DE ENSINO DE PENEDO/UFAL,UNIDADE DE ENSINO DE PENEDO/UFAL,"AVENIDA BEIRA RIO, S/N, UFAL, PX. A DELEGACIA DE POLICIA","AVENIDA BEIRA RIO, S/N, UFAL, PX. À DELEGACIA DE POLÍCIA, Penedo, Alagoas, Brasil",58,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,DELMIRO GOUVEIA,"ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFª","ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFa",RUA MARTINHA CARDEAL S/N,"RUA MARTINHA CARDEAL S/N, Delmiro Gouveia, Alagoas, Brasil",55,0.9333,MATCH_PROVAVEL,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,DELMIRO GOUVEIA,"MANOEL MOURA, COLEGIO DE 1 GRAU","MANOEL MOURA, COLEGIO DE 1 GRAU",POVOADO BARRAGEM,"POVOADO BARRAGEM, Delmiro Gouveia, Alagoas, Brasil",52,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,PALMEIRA DOS INDIOS,ESCOLA ESTADUAL DIJANIRA SANTOS SILVA,ESCOLA ESTADUAL DIJANIRA SANTOS SILVA,POVOADO SANTO ANTONIO,"POVOADO SANTO ANTÔNIO, Palmeira Dos Indios, Alagoas, Brasil",52,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,DELMIRO GOUVEIA,"JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR","JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR",POVOADO SINIMBU,"POVOADO SINIMBU, Delmiro Gouveia, Alagoas, Brasil",51,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,POVOADO,PENEDO,EMEB HANNA BERTHOLET,EMEB HANNA BERTHOLET,POVOADO SANTA MARGARIDA,"POVOADO SANTA MARGARIDA, Penedo, Alagoas, Brasil",50,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,ESCOLA_URBANA_OU_SEDE,MARECHAL DEODORO,ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO,ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO,RUA ADELINA DE CARVALHO MELO SN,"RUA ADELINA DE CARVALHO MELO SN, Marechal Deodoro, Alagoas, Brasil",47,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,ENDERECO_URBANO,MARECHAL DEODORO,UBS - MARIA DO CARMO ARAÚJO SOARES,UBS - MARIA DO CARMO ARAUJO SOARES,"RUA ADELINA DE CARVALHO MELO, S/N","RUA ADELINA DE CARVALHO MELO, S/N, Marechal Deodoro, Alagoas, Brasil",45,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,DELMIRO GOUVEIA,"JOSE CORREIA FILHO,ESCOLA","JOSE CORREIA FILHO,ESCOLA",POVOADO JARDIM CORDEIRO,"POVOADO JARDIM CORDEIRO, Delmiro Gouveia, Alagoas, Brasil",39,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,VILA,MACEIO,CRECHE AGENOR FERNANDES PONTES,CRECHE AGENOR FERNANDES PONTES,"VILA GOIABEIRA, 132","VILA GOIABEIRA, 132, Maceio, Alagoas, Brasil",39,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,ESCOLA_URBANA_OU_SEDE,PENEDO,ESCOLA ESTADUAL CLEMENTINO DO MONTE,ESCOLA ESTADUAL CLEMENTINO DO MONTE,"PRACA CLEMENTINO DO MONTE, S/N (EM FRENTE AO PENEDENSE)","PRAÇA CLEMENTINO DO MONTE, S/N (EM FRENTE AO PENEDENSE), Penedo, Alagoas, Brasil",35,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL NOÉ SIMPLÍCIO,ESCOLA MUNICIPAL NOE SIMPLICIO,POVOADO BONIFACIO,"POVOADO BONIFÁCIO, Palmeira Dos Indios, Alagoas, Brasil",34,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PALMEIRA DOS INDIOS,ESCOLA ESTADUAL EGÍDIO BARBOSA,ESCOLA ESTADUAL EGIDIO BARBOSA,POVOADO LAGOA DO CALDEIRAO,"POVOADO LAGOA DO CALDEIRÃO, Palmeira Dos Indios, Alagoas, Brasil",32,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA,ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA,POVOADO CORURIPE DA CAL,"POVOADO CORURIPE DA CAL, Palmeira Dos Indios, Alagoas, Brasil",31,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,DELMIRO GOUVEIA,"RAIMYSON SILVA NASCIMENTO, EMEF","RAIMYSON SILVA NASCIMENTO, EMEF",POVOADO CARAIBEIRINHAS,"POVOADO CARAIBEIRINHAS, Delmiro Gouveia, Alagoas, Brasil",30,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,DELMIRO GOUVEIA,"SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL","SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL",POVOADO SALGADO,"POVOADO SALGADO, Delmiro Gouveia, Alagoas, Brasil",29,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PENEDO,EMEB SANTO ANTÔNIO,EMEB SANTO ANTONIO,POVOADO TABULEIRO DOS NEGROS,"POVOADO TABULEIRO DOS NEGROS, Penedo, Alagoas, Brasil",28,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,OUTROS,PALMEIRA DOS INDIOS,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS ÍNDIOS,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS INDIOS,"RODOVIA EDUARDO ALVES DA SILVA, KM 03","RODOVIA EDUARDO ALVES DA SILVA, KM 03, Palmeira Dos Indios, Alagoas, Brasil",26,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,DELMIRO GOUVEIA,"ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.","ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.",POVOADO CRUZ,"POVOADO CRUZ, Delmiro Gouveia, Alagoas, Brasil",25,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PENEDO,EMEB PROFª MARIA DA GLÓRIA PIMENTEIRA,EMEB PROFa MARIA DA GLORIA PIMENTEIRA,POVOADO PONTA MOFINA,"POVOADO PONTA MOFINA, Penedo, Alagoas, Brasil",24,0.9231,MATCH_PROVAVEL,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,DELMIRO GOUVEIA,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA JUSCELINO KUBISTCHEK DE OLIVEIRA,ESCOLA MUNICIPAL DE EDUCACAO BASICA JUSCELINO KUBISTCHEK DE OLIVEIRA,POVOADO ALTO BONITO,"POVOADO ALTO BONITO, Delmiro Gouveia, Alagoas, Brasil",23,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_4,PRIORIDADE_4,POVOADO,PENEDO,EMEB PROFESSOR IRÊNIO ARAÚJO,EMEB PROFESSOR IRENIO ARAUJO,POVOADO MARITUBA DO PEIXE,"POVOADO MARITUBA DO PEIXE, Penedo, Alagoas, Brasil",17,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
