chave_local,municipio,local,endereco,estrategia,consulta,status
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,OSM_LOCAL_SIMPLIFICADO,"ANTONIO CEZARIO DE OLIVEIRA, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,OSM_ENDERECO_MUNICIPIO,"VILA SAO JOSE, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,PHOTON_LOCAL_MUNICIPIO,"GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,PHOTON_LOCAL_SIMPLIFICADO,"ANTONIO CEZARIO DE OLIVEIRA, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,PHOTON_ENDERECO_MUNICIPIO,"VILA SAO JOSE, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,OSM_COMPLETA,"ESCOLA DE 1 GRAU MANOEL ANDRE, AV. JOSE LUCIO DA SILVA S/N, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,OSM_COMPLETA_SEM_SN,"ESCOLA DE 1 GRAU MANOEL ANDRE, AV. JOSE LUCIO DA SILVA, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,OSM_LOCAL_MUNICIPIO,"ESCOLA DE 1 GRAU MANOEL ANDRE, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,OSM_LOCAL_SIMPLIFICADO,"ESCOLA DE 1 GRAU MANOEL ANDRE, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,OSM_ENDERECO_MUNICIPIO,"AV. JOSE LUCIO DA SILVA, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
